"decimalLongitude","decimalLatitude","countryCode","ID","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19"
73.811806,18.482578,"IN",63,24.6671657562256,12.5256671905518,51.9134063720703,277.616516113281,36.6040000915527,12.4759998321533,24.1280002593994,25.2220001220703,23.1626663208008,28.2986660003662,21.3366661071777,963,310,0,119.987091064453,637,2,200,6
73.799461,18.488379,"IN",64,24.6671657562256,12.5256671905518,51.9134063720703,277.616516113281,36.6040000915527,12.4759998321533,24.1280002593994,25.2220001220703,23.1626663208008,28.2986660003662,21.3366661071777,963,310,0,119.987091064453,637,2,200,6
75.731901,26.914606,"IN",65,25.113166809082,13.5970001220703,41.6268692016602,634.755798339844,40.1759986877441,7.51200008392334,32.6639976501465,28.8439998626709,17.3746662139893,31.9860000610352,16.3326663970947,605,212,3,151.130523681641,504,13,266,17
74.548302,16.843584,"IN",66,25.2023334503174,12.1499996185303,53.9712142944336,240.945877075195,36.8079986572266,14.2959995269775,22.511999130249,24.4326667785645,24.4906673431396,28.5580005645752,22.5593338012695,645,138,0,87.0084457397461,330,8,97,39
75.572359,21.025155,"IN",67,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.572359,21.025155,"IN",68,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
78.094884,30.35727,"IN",69,20.75,11.5266666412354,39.7033157348633,583.759582519531,34.4640007019043,5.43200016021729,29.0320014953613,24.8686676025391,23.538667678833,26.9346675872803,12.7986669540405,2175,729,13,139.788848876953,1699,99,857,128
75.852705,25.184622,"IN",70,26.6406669616699,12.0773324966431,38.2581520080566,597.431762695312,42.0799980163574,10.5120000839233,31.5679969787598,29.0866661071777,25.7413330078125,33.6466674804688,18.5733337402344,733,258,3,156.89533996582,627,10,71,13
77.057983,29.129547,"IN",71,24.2945003509521,13.3936672210693,39.7626991271973,707.3876953125,40.0839996337891,6.40000009536743,33.6839981079102,29.4213333129883,27.1700000762939,31.9593334197998,14.6533336639404,674,216,5,131.952926635742,526,28,234,47
77.209037,28.525107,"IN",72,25.0533332824707,12.8673324584961,39.3544540405273,687.841979980469,40.1360015869141,7.44000005722046,32.6960029602051,29.906665802002,16.6833324432373,32.4606666564941,15.6473331451416,726,227,5,132.886428833008,567,31,275,39
75.572359,21.025155,"IN",73,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
72.657875,23.239937,"IN",74,27.1515007019043,13.5756673812866,45.6355590820312,454.194427490234,41.2680015563965,11.5199995040894,29.7480010986328,28.6646671295166,26.8299999237061,32.5673332214355,20.9540004730225,724,266,1,152.320297241211,605,3,93,6
76.157842,26.04927,"IN",75,26.1418342590332,14.0430002212524,41.2011489868164,642.532348632812,42.3040008544922,8.22000026702881,34.0839996337891,29.2759990692139,25.0806674957275,33.3026657104492,17.3920001983643,747,271,2,159.680419921875,647,12,66,15
76.159489,26.057106,"IN",76,26.1418342590332,14.0430002212524,41.2011489868164,642.532348632812,42.3040008544922,8.22000026702881,34.0839996337891,29.2759990692139,25.0806674957275,33.3026657104492,17.3920001983643,747,271,2,159.680419921875,647,12,66,15
76.158153,26.049347,"IN",77,26.1418342590332,14.0430002212524,41.2011489868164,642.532348632812,42.3040008544922,8.22000026702881,34.0839996337891,29.2759990692139,25.0806674957275,33.3026657104492,17.3920001983643,747,271,2,159.680419921875,647,12,66,15
77.254165,28.553016,"IN",78,25.1336669921875,12.6499996185303,39.3247947692871,682.493835449219,39.9039993286133,7.73600006103516,32.1679992675781,30.042667388916,28.0486660003662,32.4580001831055,15.7986660003662,741,236,5,134.319305419922,582,32,277,41
73.81548,18.47461,"IN",79,24.6671657562256,12.5256671905518,51.9134063720703,277.616516113281,36.6040000915527,12.4759998321533,24.1280002593994,25.2220001220703,23.1626663208008,28.2986660003662,21.3366661071777,963,310,0,119.987091064453,637,2,200,6
76.15814,26.049324,"IN",80,26.1418342590332,14.0430002212524,41.2011489868164,642.532348632812,42.3040008544922,8.22000026702881,34.0839996337891,29.2759990692139,25.0806674957275,33.3026657104492,17.3920001983643,747,271,2,159.680419921875,647,12,66,15
76.16691,26.055481,"IN",81,26.0535011291504,13.9930009841919,41.1898040771484,639.129638671875,42.1319999694824,8.15999984741211,33.9720001220703,29.1526660919189,25.0106678009033,33.1940002441406,17.3600006103516,767,277,2,159.939178466797,664,12,69,15
78.07405,30.374553,"IN",82,21.2609996795654,11.808666229248,39.9373168945312,593.564514160156,35.1720008850098,5.60400009155273,29.568000793457,25.4860000610352,13.9673337936401,27.5453338623047,13.173999786377,2100,690,14,137.031982421875,1618,100,829,128
76.157406,26.04927,"IN",83,26.1418342590332,14.0430002212524,41.2011489868164,642.532348632812,42.3040008544922,8.22000026702881,34.0839996337891,29.2759990692139,25.0806674957275,33.3026657104492,17.3920001983643,747,271,2,159.680419921875,647,12,66,15
76.170383,26.043193,"IN",84,26.0535011291504,13.9930009841919,41.1898040771484,639.129638671875,42.1319999694824,8.15999984741211,33.9720001220703,29.1526660919189,25.0106678009033,33.1940002441406,17.3600006103516,767,277,2,159.939178466797,664,12,69,15
75.563337,21.025793,"IN",85,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.538369,21.036672,"IN",86,27.5818328857422,13.9550008773804,47.9751091003418,412.486724853516,42.3160018920898,13.2279996871948,29.0880012512207,27.5526676177979,28.7866668701172,33.2540016174316,22.6679992675781,782,224,1,128.63362121582,565,7,148,25
75.53131,21.013773,"IN",87,27.5818328857422,13.9550008773804,47.9751091003418,412.486724853516,42.3160018920898,13.2279996871948,29.0880012512207,27.5526676177979,28.7866668701172,33.2540016174316,22.6679992675781,782,224,1,128.63362121582,565,7,148,25
76.821045,30.702937,"IN",88,23.7239990234375,12.4233331680298,39.0229110717773,682.688293457031,38.6479988098145,6.8120002746582,31.8359985351562,28.8193340301514,26.4353332519531,31.1186676025391,14.5353336334229,1027,295,6,120.543258666992,753,57,374,104
75.53131,21.013773,"IN",89,27.5818328857422,13.9550008773804,47.9751091003418,412.486724853516,42.3160018920898,13.2279996871948,29.0880012512207,27.5526676177979,28.7866668701172,33.2540016174316,22.6679992675781,782,224,1,128.63362121582,565,7,148,25
78.074068,30.374447,"IN",90,21.2609996795654,11.808666229248,39.9373168945312,593.564514160156,35.1720008850098,5.60400009155273,29.568000793457,25.4860000610352,13.9673337936401,27.5453338623047,13.173999786377,2100,690,14,137.031982421875,1618,100,829,128
75.572359,21.025155,"IN",91,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.572359,21.025155,"IN",92,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.563471,21.032607,"IN",93,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.95087,21.073451,"IN",94,27.0694999694824,12.5830001831055,45.6501274108887,414.229370117188,41.2319984436035,13.6680002212524,27.5639991760254,27.1499996185303,28.1386661529541,32.7346649169922,22.1146659851074,732,202,2,124.546287536621,513,9,147,26
78.031136,11.631719,"IN",95,28.0091667175293,11.1443328857422,62.4402351379395,206.7783203125,37.2239990234375,19.3759994506836,17.8479995727539,27.7520008087158,27.5439987182617,30.5926666259766,25.2919998168945,882,189,8,73.8432540893555,426,31,157,144
70.439872,21.539678,"IN",96,26.6153335571289,11.279333114624,51.0839424133301,320.272033691406,35.6839981079102,13.6040000915527,22.0799980163574,28.0193328857422,23.1853332519531,29.9659996032715,21.9473342895508,812,356,0,161.737335205078,668,2,468,2
